#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACVRL1	BMP7	9606.ENSP00000373574	9606.ENSP00000379204	0	0	0	0	0.049	0.167	0	0.485	0.556
CENPH	RAD51AP1	9606.ENSP00000283006	9606.ENSP00000228843	0	0	0	0	0.705	0	0	0	0.705
CENPH	NCAPH	9606.ENSP00000283006	9606.ENSP00000240423	0	0	0	0	0.289	0.046	0	0.211	0.418
CENPH	MND1	9606.ENSP00000283006	9606.ENSP00000240488	0	0	0	0	0.728	0	0	0	0.728
CENPH	NCAPG	9606.ENSP00000283006	9606.ENSP00000251496	0	0	0	0	0.436	0.045	0	0.069	0.455
CENPH	ESPL1	9606.ENSP00000283006	9606.ENSP00000257934	0	0	0	0	0.213	0	0.500	0.096	0.613
CENPH	KIF23	9606.ENSP00000283006	9606.ENSP00000260363	0	0	0	0	0.321	0.053	0	0.289	0.503
CENPH	KIF11	9606.ENSP00000283006	9606.ENSP00000260731	0	0	0	0	0.433	0.105	0	0.276	0.600
CENPH	NDC80	9606.ENSP00000283006	9606.ENSP00000261597	0	0	0	0	0.359	0.456	0	0.728	0.897
CENPH	MCM4	9606.ENSP00000283006	9606.ENSP00000262105	0	0	0	0	0.272	0.098	0	0.187	0.420
CENPH	GINS1	9606.ENSP00000283006	9606.ENSP00000262460	0	0	0	0	0.376	0.092	0	0.201	0.508
CENPH	DEPDC1B	9606.ENSP00000283006	9606.ENSP00000265036	0	0	0	0	0.405	0	0	0.065	0.420
CENPH	PLK4	9606.ENSP00000283006	9606.ENSP00000270861	0	0	0	0	0.371	0.113	0	0.180	0.503
CENPH	NUF2	9606.ENSP00000283006	9606.ENSP00000271452	0	0	0	0	0.520	0.274	0	0.931	0.974
CENPH	UBE2T	9606.ENSP00000283006	9606.ENSP00000494957	0	0	0	0	0.380	0.075	0	0.047	0.405
CENPH	HELLS	9606.ENSP00000283006	9606.ENSP00000377601	0	0	0	0	0.370	0.107	0	0.044	0.415
CENPH	PTTG1	9606.ENSP00000283006	9606.ENSP00000377536	0	0	0	0	0.282	0	0	0.225	0.420
CENPH	CHEK1	9606.ENSP00000283006	9606.ENSP00000391090	0	0	0	0	0.376	0.067	0	0.094	0.426
CENPH	NEK2	9606.ENSP00000283006	9606.ENSP00000355966	0	0	0	0	0.324	0.047	0	0.193	0.435
CENPH	CEP55	9606.ENSP00000283006	9606.ENSP00000360540	0	0	0	0	0.419	0	0	0.095	0.452
CENPH	TOP2A	9606.ENSP00000283006	9606.ENSP00000411532	0	0	0	0	0.334	0.083	0	0.224	0.485
CENPH	SPAG5	9606.ENSP00000283006	9606.ENSP00000323300	0	0	0	0	0.312	0.177	0	0.194	0.504
CENPH	TTK	9606.ENSP00000283006	9606.ENSP00000358813	0	0	0	0	0.411	0.092	0	0.151	0.506
CENPH	KIF14	9606.ENSP00000283006	9606.ENSP00000356319	0	0	0	0	0.214	0	0	0.409	0.515
CENPH	MELK	9606.ENSP00000283006	9606.ENSP00000298048	0	0	0	0	0.428	0.107	0	0.132	0.518
CENPH	RACGAP1	9606.ENSP00000283006	9606.ENSP00000404190	0	0	0	0	0.374	0.066	0	0.257	0.527
CENPH	SKA3	9606.ENSP00000283006	9606.ENSP00000319417	0	0	0	0	0.405	0	0	0.293	0.561
CENPH	KNTC1	9606.ENSP00000283006	9606.ENSP00000328236	0	0	0	0	0.406	0	0	0.333	0.587
CENPH	RAD51	9606.ENSP00000283006	9606.ENSP00000493712	0	0	0	0	0.475	0.061	0	0.233	0.589
CENPH	ZWINT	9606.ENSP00000283006	9606.ENSP00000363055	0	0	0	0	0.333	0	0	0.445	0.613
CENPH	ZWILCH	9606.ENSP00000283006	9606.ENSP00000311429	0	0	0	0	0.445	0	0	0.505	0.713
CENPH	PLK1	9606.ENSP00000283006	9606.ENSP00000300093	0	0	0	0	0.226	0.113	0.500	0.284	0.721
CENPH	EXO1	9606.ENSP00000283006	9606.ENSP00000355506	0	0	0	0	0.747	0.045	0	0.102	0.764
CENPH	KIF2C	9606.ENSP00000283006	9606.ENSP00000361298	0	0	0	0	0.327	0.292	0	0.556	0.770
CENPH	SKA1	9606.ENSP00000283006	9606.ENSP00000285116	0	0	0	0	0.437	0	0	0.610	0.771
CENPH	MAD2L1	9606.ENSP00000283006	9606.ENSP00000296509	0	0	0	0	0.498	0.112	0.500	0.386	0.844
CENPH	HJURP	9606.ENSP00000283006	9606.ENSP00000414109	0	0	0	0	0.243	0.099	0.500	0.705	0.886
CENPH	KNL1	9606.ENSP00000283006	9606.ENSP00000335463	0	0	0	0	0.244	0.061	0.500	0.752	0.900
CENPH	CENPW	9606.ENSP00000283006	9606.ENSP00000357308	0	0	0	0	0.312	0.800	0.800	0.922	0.997
CENPH	CENPL	9606.ENSP00000283006	9606.ENSP00000348527	0	0	0	0	0.170	0.847	0.800	0.988	0.999
CENPH	CENPI	9606.ENSP00000283006	9606.ENSP00000362018	0	0	0	0	0.250	0.971	0.800	0.999	0.999
CENPI	TRIP13	9606.ENSP00000362018	9606.ENSP00000166345	0	0	0	0	0.377	0	0	0.244	0.509
CENPI	OIP5	9606.ENSP00000362018	9606.ENSP00000220514	0	0	0	0	0.265	0	0.500	0.399	0.760
CENPI	RAD51AP1	9606.ENSP00000362018	9606.ENSP00000228843	0	0	0	0	0.333	0	0	0.176	0.427
CENPI	NCAPH	9606.ENSP00000362018	9606.ENSP00000240423	0	0	0	0	0.356	0.091	0	0.162	0.466
CENPI	NCAPG	9606.ENSP00000362018	9606.ENSP00000251496	0	0	0	0	0.380	0.113	0	0.471	0.684
CENPI	ESPL1	9606.ENSP00000362018	9606.ENSP00000257934	0	0	0	0	0.374	0	0.500	0.386	0.791
CENPI	KIF23	9606.ENSP00000362018	9606.ENSP00000260363	0	0	0	0	0.552	0.144	0	0.345	0.727
CENPI	KIF11	9606.ENSP00000362018	9606.ENSP00000260731	0	0	0	0	0.523	0.438	0	0.344	0.809
CENPI	NDC80	9606.ENSP00000362018	9606.ENSP00000261597	0	0	0	0	0.476	0.099	0	0.625	0.807
CENPI	POLQ	9606.ENSP00000362018	9606.ENSP00000264233	0	0	0	0	0.632	0	0	0.071	0.643
CENPI	DEPDC1B	9606.ENSP00000362018	9606.ENSP00000265036	0	0	0	0	0.299	0	0	0.354	0.528
CENPI	TICRR	9606.ENSP00000362018	9606.ENSP00000268138	0	0	0	0	0.448	0	0	0.057	0.457
CENPI	PLK4	9606.ENSP00000362018	9606.ENSP00000270861	0	0	0	0	0.380	0.073	0	0.223	0.515
CENPI	NUF2	9606.ENSP00000362018	9606.ENSP00000271452	0	0	0	0	0.454	0.078	0	0.787	0.883
CENPI	SKA1	9606.ENSP00000362018	9606.ENSP00000285116	0	0	0	0	0.456	0	0	0.656	0.805
CENPI	CIP2A	9606.ENSP00000362018	9606.ENSP00000295746	0	0	0	0	0.330	0.130	0	0.057	0.402
CENPI	MAD2L1	9606.ENSP00000362018	9606.ENSP00000296509	0	0	0	0	0.440	0.306	0.500	0.549	0.900
CENPI	MELK	9606.ENSP00000362018	9606.ENSP00000298048	0	0	0	0	0.555	0.132	0	0.264	0.691
CENPI	PLK1	9606.ENSP00000362018	9606.ENSP00000300093	0	0	0	0	0.300	0.067	0.500	0.419	0.785
CENPI	TPX2	9606.ENSP00000362018	9606.ENSP00000300403	0	0	0	0	0.406	0.045	0	0.246	0.535
CENPI	CKAP2L	9606.ENSP00000362018	9606.ENSP00000305204	0	0	0	0	0.407	0	0	0.271	0.549
CENPI	ZWILCH	9606.ENSP00000362018	9606.ENSP00000311429	0	0	0	0	0.359	0.099	0	0.542	0.713
CENPI	SKA3	9606.ENSP00000362018	9606.ENSP00000319417	0	0	0	0	0.499	0	0	0.248	0.607
CENPI	E2F7	9606.ENSP00000362018	9606.ENSP00000323246	0	0	0	0	0.253	0	0	0.243	0.410
CENPI	SPAG5	9606.ENSP00000362018	9606.ENSP00000323300	0	0	0	0	0.275	0.128	0	0.289	0.512
CENPI	KNTC1	9606.ENSP00000362018	9606.ENSP00000328236	0	0	0	0	0.476	0	0	0.224	0.576
CENPI	KNL1	9606.ENSP00000362018	9606.ENSP00000335463	0	0	0	0	0.433	0	0.500	0.671	0.898
CENPI	RAD54B	9606.ENSP00000362018	9606.ENSP00000336606	0	0	0	0	0.211	0.131	0	0.197	0.401
CENPI	FOXM1	9606.ENSP00000362018	9606.ENSP00000342307	0	0	0	0	0.402	0.094	0	0.167	0.509
CENPI	CENPL	9606.ENSP00000362018	9606.ENSP00000348527	0	0	0	0	0.166	0.936	0.800	0.979	0.999
CENPI	UBE2C	9606.ENSP00000362018	9606.ENSP00000348838	0	0	0	0	0.365	0.047	0	0.363	0.581
CENPI	EXO1	9606.ENSP00000362018	9606.ENSP00000355506	0	0	0	0	0.512	0.071	0	0.172	0.592
CENPI	NEK2	9606.ENSP00000362018	9606.ENSP00000355966	0	0	0	0	0.426	0	0	0.329	0.599
CENPI	KIF14	9606.ENSP00000362018	9606.ENSP00000356319	0	0	0	0	0.456	0	0	0.303	0.605
CENPI	CENPW	9606.ENSP00000362018	9606.ENSP00000357308	0	0	0	0	0.193	0.900	0.800	0.832	0.996
CENPI	TTK	9606.ENSP00000362018	9606.ENSP00000358813	0	0	0	0	0.506	0	0	0.335	0.658
CENPI	CEP55	9606.ENSP00000362018	9606.ENSP00000360540	0	0	0	0	0.451	0	0	0.384	0.647
CENPI	STIL	9606.ENSP00000362018	9606.ENSP00000360944	0	0	0	0	0.654	0	0	0.125	0.684
CENPI	RAD54L	9606.ENSP00000362018	9606.ENSP00000361043	0	0	0	0	0.268	0.131	0	0.219	0.460
CENPI	KIF2C	9606.ENSP00000362018	9606.ENSP00000361298	0	0	0	0	0.359	0	0	0.439	0.625
CENPI	TOP2A	9606.ENSP00000362018	9606.ENSP00000411532	0	0	0	0	0.290	0	0	0.200	0.408
CENPI	ECT2	9606.ENSP00000362018	9606.ENSP00000376457	0	0	0	0	0.343	0	0	0.210	0.459
CENPI	RACGAP1	9606.ENSP00000362018	9606.ENSP00000404190	0	0	0	0	0.275	0	0	0.293	0.466
CENPI	NUSAP1	9606.ENSP00000362018	9606.ENSP00000499238	0	0	0	0	0.354	0	0	0.222	0.476
CENPI	TONSL	9606.ENSP00000362018	9606.ENSP00000386239	0	0	0	0	0.241	0.321	0	0.080	0.485
CENPI	RAD51	9606.ENSP00000362018	9606.ENSP00000493712	0	0	0	0	0.399	0	0	0.179	0.486
CENPI	NCAPG2	9606.ENSP00000362018	9606.ENSP00000387007	0	0	0	0	0.440	0	0	0.148	0.502
CENPI	GTSE1	9606.ENSP00000362018	9606.ENSP00000415430	0	0	0	0	0.353	0	0	0.302	0.529
CENPI	KIFC1	9606.ENSP00000362018	9606.ENSP00000393963	0	0	0	0	0.223	0.260	0	0.262	0.539
CENPI	PRC1	9606.ENSP00000362018	9606.ENSP00000377793	0	0	0	0	0.466	0.098	0	0.165	0.563
CENPI	KIF18B	9606.ENSP00000362018	9606.ENSP00000465992	0	0	0	0	0.316	0.114	0	0.399	0.604
CENPI	KIF4A	9606.ENSP00000362018	9606.ENSP00000363524	0	0	0	0	0.542	0	0	0.278	0.655
CENPI	ZWINT	9606.ENSP00000362018	9606.ENSP00000363055	0	0	0	0	0.197	0	0	0.654	0.710
CENPI	HJURP	9606.ENSP00000362018	9606.ENSP00000414109	0	0	0	0	0.297	0.095	0.500	0.625	0.865
CENPL	OIP5	9606.ENSP00000348527	9606.ENSP00000220514	0	0	0	0	0.180	0	0.500	0.268	0.673
CENPL	ESPL1	9606.ENSP00000348527	9606.ENSP00000257934	0	0	0	0	0.087	0.050	0.500	0.154	0.584
CENPL	NDC80	9606.ENSP00000348527	9606.ENSP00000261597	0	0	0	0	0.206	0.069	0	0.330	0.461
CENPL	NUF2	9606.ENSP00000348527	9606.ENSP00000271452	0	0	0	0	0.316	0.046	0	0.392	0.569
CENPL	MAD2L1	9606.ENSP00000348527	9606.ENSP00000296509	0	0	0	0	0.168	0.093	0.500	0.383	0.736
CENPL	PLK1	9606.ENSP00000348527	9606.ENSP00000300093	0	0	0	0	0.082	0.048	0.500	0.177	0.592
CENPL	KNL1	9606.ENSP00000348527	9606.ENSP00000335463	0	0	0	0	0.137	0	0.500	0.505	0.767
CENPL	HJURP	9606.ENSP00000348527	9606.ENSP00000414109	0	0	0	0	0.140	0	0.500	0.395	0.717
CENPL	CENPW	9606.ENSP00000348527	9606.ENSP00000357308	0	0	0	0	0.126	0.800	0.800	0.787	0.991
CENPW	TRIP13	9606.ENSP00000357308	9606.ENSP00000166345	0	0	0	0	0.435	0	0	0.233	0.548
CENPW	OIP5	9606.ENSP00000357308	9606.ENSP00000220514	0	0	0	0	0.471	0	0.500	0.323	0.805
CENPW	RNASEH2A	9606.ENSP00000357308	9606.ENSP00000221486	0.045	0	0	0	0.458	0	0	0.129	0.510
CENPW	RAD51AP1	9606.ENSP00000357308	9606.ENSP00000228843	0	0	0	0	0.425	0	0	0	0.425
CENPW	MND1	9606.ENSP00000357308	9606.ENSP00000240488	0	0	0	0	0.667	0	0	0	0.667
CENPW	NCAPG	9606.ENSP00000357308	9606.ENSP00000251496	0	0	0	0	0.513	0	0	0.183	0.585
CENPW	KIF23	9606.ENSP00000357308	9606.ENSP00000260363	0	0	0	0	0.403	0	0	0.157	0.475
CENPW	KIF11	9606.ENSP00000357308	9606.ENSP00000260731	0	0	0	0	0.475	0	0	0.340	0.639
CENPW	NDC80	9606.ENSP00000357308	9606.ENSP00000261597	0	0	0	0	0.639	0	0	0.379	0.767
CENPW	MCM4	9606.ENSP00000357308	9606.ENSP00000262105	0	0	0	0	0.469	0	0	0.248	0.584
CENPW	GINS1	9606.ENSP00000357308	9606.ENSP00000262460	0	0	0	0	0.370	0	0	0.125	0.425
CENPW	DEPDC1B	9606.ENSP00000357308	9606.ENSP00000265036	0	0	0	0	0.386	0	0	0.076	0.408
CENPW	MCM2	9606.ENSP00000357308	9606.ENSP00000265056	0	0	0	0	0.402	0	0	0.062	0.415
CENPW	PLK4	9606.ENSP00000357308	9606.ENSP00000270861	0	0	0	0	0.295	0	0	0.183	0.400
CENPW	NUF2	9606.ENSP00000357308	9606.ENSP00000271452	0	0	0	0	0.614	0	0	0.449	0.778
CENPW	SKP2	9606.ENSP00000357308	9606.ENSP00000274255	0	0	0	0	0.247	0.292	0	0	0.444
CENPW	SKA1	9606.ENSP00000357308	9606.ENSP00000285116	0	0	0	0	0.328	0	0	0.369	0.558
CENPW	MAD2L1	9606.ENSP00000357308	9606.ENSP00000296509	0	0	0	0	0.595	0	0	0.223	0.672
CENPW	MELK	9606.ENSP00000357308	9606.ENSP00000298048	0	0	0	0	0.550	0	0	0.186	0.618
CENPW	TPX2	9606.ENSP00000357308	9606.ENSP00000300403	0	0	0	0	0.400	0	0	0	0.400
CENPW	CKAP2L	9606.ENSP00000357308	9606.ENSP00000305204	0	0	0	0	0.406	0	0	0.155	0.476
CENPW	CKS1B	9606.ENSP00000357308	9606.ENSP00000311083	0	0	0	0	0.397	0	0	0.187	0.488
CENPW	ZWILCH	9606.ENSP00000357308	9606.ENSP00000311429	0	0	0	0	0.252	0	0	0.243	0.410
CENPW	SKA3	9606.ENSP00000357308	9606.ENSP00000319417	0	0	0	0	0.484	0.324	0	0.197	0.695
CENPW	SPAG5	9606.ENSP00000357308	9606.ENSP00000323300	0	0	0	0	0.535	0.050	0	0.104	0.570
CENPW	KNL1	9606.ENSP00000357308	9606.ENSP00000335463	0.057	0	0	0	0.223	0	0.500	0.500	0.792
CENPW	UBE2C	9606.ENSP00000357308	9606.ENSP00000348838	0	0	0	0	0.574	0	0	0.298	0.688
CENPW	WDHD1	9606.ENSP00000357308	9606.ENSP00000353793	0	0	0	0	0.392	0	0	0.154	0.464
CENPW	EXO1	9606.ENSP00000357308	9606.ENSP00000355506	0.045	0	0	0	0.378	0	0	0.133	0.440
CENPW	NEK2	9606.ENSP00000357308	9606.ENSP00000355966	0	0	0	0	0.529	0	0	0.296	0.654
CENPW	KIF14	9606.ENSP00000357308	9606.ENSP00000356319	0	0	0	0	0.292	0	0	0.252	0.448
CENPW	PRC1	9606.ENSP00000357308	9606.ENSP00000377793	0	0	0	0	0.404	0	0	0	0.404
CENPW	RACGAP1	9606.ENSP00000357308	9606.ENSP00000404190	0	0	0	0	0.367	0	0	0.180	0.459
CENPW	KIFC1	9606.ENSP00000357308	9606.ENSP00000393963	0	0	0	0	0.325	0	0	0.237	0.463
CENPW	RFC4	9606.ENSP00000357308	9606.ENSP00000376272	0	0	0	0	0.448	0	0	0.071	0.465
CENPW	MCM8	9606.ENSP00000357308	9606.ENSP00000368164	0	0	0	0	0.355	0	0	0.259	0.501
CENPW	NUSAP1	9606.ENSP00000357308	9606.ENSP00000499238	0	0	0	0	0.497	0	0	0.060	0.507
CENPW	CEP55	9606.ENSP00000357308	9606.ENSP00000360540	0	0	0	0	0.490	0	0	0.158	0.552
CENPW	TOP2A	9606.ENSP00000357308	9606.ENSP00000411532	0.058	0	0	0	0.406	0	0	0.280	0.562
CENPW	TTK	9606.ENSP00000357308	9606.ENSP00000358813	0	0	0	0	0.569	0	0	0.091	0.591
CENPW	UBE2T	9606.ENSP00000357308	9606.ENSP00000494957	0	0	0	0	0.537	0	0	0.310	0.667
CENPW	KIF2C	9606.ENSP00000357308	9606.ENSP00000361298	0	0	0	0	0.625	0	0	0.180	0.679
CENPW	ZWINT	9606.ENSP00000357308	9606.ENSP00000363055	0	0	0	0	0.432	0.187	0	0.380	0.688
CENPW	TK1	9606.ENSP00000357308	9606.ENSP00000468425	0	0	0	0	0.582	0	0	0.353	0.718
CENPW	PTTG1	9606.ENSP00000357308	9606.ENSP00000377536	0	0	0	0	0.653	0	0	0.304	0.748
CENPW	HJURP	9606.ENSP00000357308	9606.ENSP00000414109	0	0	0	0	0.394	0	0.500	0.486	0.830
CEP55	TRIP13	9606.ENSP00000360540	9606.ENSP00000166345	0	0	0	0	0.685	0	0	0.436	0.815
CEP55	POLE2	9606.ENSP00000360540	9606.ENSP00000216367	0	0	0	0	0.352	0	0	0.158	0.431
CEP55	MYBL2	9606.ENSP00000360540	9606.ENSP00000217026	0	0	0	0	0.360	0	0	0.391	0.594
CEP55	ORC6	9606.ENSP00000360540	9606.ENSP00000219097	0	0	0	0	0.203	0	0	0.394	0.496
CEP55	OIP5	9606.ENSP00000360540	9606.ENSP00000220514	0	0	0	0	0.778	0	0	0.310	0.840
CEP55	RAD51AP1	9606.ENSP00000360540	9606.ENSP00000228843	0	0	0	0	0.776	0	0	0.312	0.839
CEP55	NCAPH	9606.ENSP00000360540	9606.ENSP00000240423	0	0	0	0	0.464	0	0	0.369	0.647
CEP55	MND1	9606.ENSP00000360540	9606.ENSP00000240488	0	0	0	0	0.768	0	0	0.147	0.794
CEP55	PIMREG	9606.ENSP00000360540	9606.ENSP00000250056	0	0	0	0	0.511	0	0	0.383	0.685
CEP55	NCAPG	9606.ENSP00000360540	9606.ENSP00000251496	0	0	0	0	0.825	0	0	0.447	0.899
CEP55	TROAP	9606.ENSP00000360540	9606.ENSP00000257909	0	0	0	0	0.487	0	0	0.274	0.612
CEP55	ESPL1	9606.ENSP00000360540	9606.ENSP00000257934	0	0	0	0	0.578	0	0	0.417	0.743
CEP55	KIF23	9606.ENSP00000360540	9606.ENSP00000260363	0	0	0	0	0.794	0.398	0	0.819	0.975
CEP55	KIF11	9606.ENSP00000360540	9606.ENSP00000260731	0	0	0	0	0.994	0	0	0.519	0.997
CEP55	NDC80	9606.ENSP00000360540	9606.ENSP00000261597	0	0	0	0	0.840	0.126	0	0.432	0.914
CEP55	MCM4	9606.ENSP00000360540	9606.ENSP00000262105	0	0	0	0	0.373	0	0	0.412	0.615
CEP55	PRR11	9606.ENSP00000360540	9606.ENSP00000262293	0	0	0	0	0.240	0	0	0.251	0.406
CEP55	GINS1	9606.ENSP00000360540	9606.ENSP00000262460	0	0	0	0	0.352	0	0	0.522	0.677
CEP55	POLQ	9606.ENSP00000360540	9606.ENSP00000264233	0	0	0	0	0.413	0	0	0.091	0.443
CEP55	DEPDC1B	9606.ENSP00000360540	9606.ENSP00000265036	0	0	0	0	0.789	0	0	0.249	0.834
CEP55	PLK4	9606.ENSP00000360540	9606.ENSP00000270861	0	0	0	0	0.756	0	0	0.293	0.821
CEP55	NUF2	9606.ENSP00000360540	9606.ENSP00000271452	0	0	0	0	0.835	0	0	0.693	0.947
CEP55	SKP2	9606.ENSP00000360540	9606.ENSP00000274255	0	0	0	0	0.186	0	0	0.407	0.496
CEP55	SKA1	9606.ENSP00000360540	9606.ENSP00000285116	0	0	0	0	0.515	0	0	0.447	0.720
CEP55	MAD2L1	9606.ENSP00000360540	9606.ENSP00000296509	0	0	0	0	0.567	0	0	0.402	0.730
CEP55	MELK	9606.ENSP00000360540	9606.ENSP00000298048	0	0	0	0	0.830	0	0	0.751	0.956
CEP55	PLK1	9606.ENSP00000360540	9606.ENSP00000300093	0	0	0	0	0.407	0	0	0.737	0.837
CEP55	TPX2	9606.ENSP00000360540	9606.ENSP00000300403	0	0	0	0	0.804	0	0	0.727	0.944
CEP55	CKAP2L	9606.ENSP00000360540	9606.ENSP00000305204	0	0	0	0	0.766	0	0	0.535	0.886
CEP55	FEN1	9606.ENSP00000360540	9606.ENSP00000305480	0	0	0	0	0.464	0	0	0.085	0.489
CEP55	FANCI	9606.ENSP00000360540	9606.ENSP00000310842	0	0	0	0	0.542	0	0	0.159	0.598
CEP55	CKS1B	9606.ENSP00000360540	9606.ENSP00000311083	0	0	0	0	0.323	0	0	0.161	0.408
CEP55	ZWILCH	9606.ENSP00000360540	9606.ENSP00000311429	0	0	0	0	0.444	0	0	0.248	0.564
CEP55	SKA3	9606.ENSP00000360540	9606.ENSP00000319417	0	0	0	0	0.543	0	0	0.220	0.628
CEP55	EZH2	9606.ENSP00000360540	9606.ENSP00000320147	0	0	0	0	0.354	0	0	0.203	0.463
CEP55	E2F7	9606.ENSP00000360540	9606.ENSP00000323246	0	0	0	0	0.466	0	0	0.354	0.640
CEP55	SPAG5	9606.ENSP00000360540	9606.ENSP00000323300	0	0	0	0	0.743	0	0	0.537	0.876
CEP55	KNTC1	9606.ENSP00000360540	9606.ENSP00000328236	0	0	0	0	0.444	0	0	0.361	0.629
CEP55	KNL1	9606.ENSP00000360540	9606.ENSP00000335463	0	0	0	0	0.413	0	0	0.364	0.611
CEP55	FOXM1	9606.ENSP00000360540	9606.ENSP00000342307	0	0	0	0	0.704	0	0	0.546	0.860
CEP55	UBE2C	9606.ENSP00000360540	9606.ENSP00000348838	0	0	0	0	0.810	0	0	0.691	0.938
CEP55	IQGAP3	9606.ENSP00000360540	9606.ENSP00000354451	0	0	0	0	0.334	0	0	0.167	0.422
CEP55	EXO1	9606.ENSP00000360540	9606.ENSP00000355506	0	0	0	0	0.499	0	0	0.310	0.639
CEP55	NEK2	9606.ENSP00000360540	9606.ENSP00000355966	0	0	0	0	0.816	0	0	0.541	0.912
CEP55	KIF14	9606.ENSP00000360540	9606.ENSP00000356319	0	0	0	0	0.800	0.292	0	0.630	0.943
CEP55	TTK	9606.ENSP00000360540	9606.ENSP00000358813	0	0	0	0	0.846	0	0	0.660	0.945
CEP55	RFC4	9606.ENSP00000360540	9606.ENSP00000376272	0	0	0	0	0.330	0	0	0.237	0.467
CEP55	STIL	9606.ENSP00000360540	9606.ENSP00000360944	0	0	0	0	0.468	0	0	0.205	0.559
CEP55	NCAPG2	9606.ENSP00000360540	9606.ENSP00000387007	0	0	0	0	0.508	0	0	0.206	0.592
CEP55	HELLS	9606.ENSP00000360540	9606.ENSP00000377601	0	0	0	0	0.423	0	0	0.354	0.611
CEP55	RAD54L	9606.ENSP00000360540	9606.ENSP00000361043	0	0	0	0	0.400	0	0	0.391	0.619
CEP55	RAD51	9606.ENSP00000360540	9606.ENSP00000493712	0	0	0	0	0.518	0	0	0.296	0.646
CEP55	GTSE1	9606.ENSP00000360540	9606.ENSP00000415430	0	0	0	0	0.509	0	0	0.325	0.655
CEP55	KPNA2	9606.ENSP00000360540	9606.ENSP00000438483	0	0	0	0	0.348	0	0	0.494	0.656
CEP55	KIFC1	9606.ENSP00000360540	9606.ENSP00000393963	0	0	0	0	0.518	0	0	0.369	0.683
CEP55	UBE2T	9606.ENSP00000360540	9606.ENSP00000494957	0	0	0	0	0.465	0	0	0.585	0.768
CEP55	KIF18B	9606.ENSP00000360540	9606.ENSP00000465992	0	0	0	0	0.463	0	0	0.586	0.768
CEP55	TK1	9606.ENSP00000360540	9606.ENSP00000468425	0	0	0	0	0.498	0	0	0.622	0.802
CEP55	ZWINT	9606.ENSP00000360540	9606.ENSP00000363055	0	0	0	0	0.781	0	0	0.418	0.867
CEP55	CHEK1	9606.ENSP00000360540	9606.ENSP00000391090	0	0	0	0	0.752	0	0	0.501	0.871
CEP55	PTTG1	9606.ENSP00000360540	9606.ENSP00000377536	0	0	0	0	0.653	0	0	0.702	0.892
CEP55	PRC1	9606.ENSP00000360540	9606.ENSP00000377793	0	0	0	0	0.824	0	0	0.476	0.904
CEP55	ECT2	9606.ENSP00000360540	9606.ENSP00000376457	0	0	0	0	0.654	0.292	0	0.673	0.913
CEP55	HJURP	9606.ENSP00000360540	9606.ENSP00000414109	0	0	0	0	0.798	0	0	0.623	0.921
CEP55	TOP2A	9606.ENSP00000360540	9606.ENSP00000411532	0	0	0	0	0.829	0	0	0.596	0.928
CEP55	NUSAP1	9606.ENSP00000360540	9606.ENSP00000499238	0	0	0	0	0.839	0	0	0.584	0.930
CEP55	KIF2C	9606.ENSP00000360540	9606.ENSP00000361298	0	0	0	0	0.834	0	0	0.703	0.948
CEP55	KIF4A	9606.ENSP00000360540	9606.ENSP00000363524	0	0	0	0	0.814	0	0	0.748	0.951
CEP55	RACGAP1	9606.ENSP00000360540	9606.ENSP00000404190	0	0	0	0	0.780	0.102	0	0.803	0.958
CHAF1B	POLE2	9606.ENSP00000315700	9606.ENSP00000216367	0	0	0	0	0.350	0	0	0.288	0.518
CHAF1B	MYBL2	9606.ENSP00000315700	9606.ENSP00000217026	0	0	0	0	0.221	0.195	0	0.207	0.459
CHAF1B	ORC6	9606.ENSP00000315700	9606.ENSP00000219097	0	0	0	0	0.341	0	0	0.186	0.441
CHAF1B	RAD51AP1	9606.ENSP00000315700	9606.ENSP00000228843	0	0	0	0	0.248	0	0	0.261	0.421
CHAF1B	PIMREG	9606.ENSP00000315700	9606.ENSP00000250056	0	0	0	0	0.244	0	0	0.282	0.435
CHAF1B	KIF23	9606.ENSP00000315700	9606.ENSP00000260363	0	0	0	0	0.265	0	0	0.266	0.437
CHAF1B	KIF11	9606.ENSP00000315700	9606.ENSP00000260731	0	0	0	0	0.306	0	0	0.227	0.441
CHAF1B	MCM4	9606.ENSP00000315700	9606.ENSP00000262105	0	0	0	0	0.516	0	0	0.553	0.774
CHAF1B	GINS1	9606.ENSP00000315700	9606.ENSP00000262460	0	0	0	0	0.273	0	0	0.271	0.448
CHAF1B	MCM2	9606.ENSP00000315700	9606.ENSP00000265056	0	0	0	0	0.504	0	0	0.247	0.611
CHAF1B	NUF2	9606.ENSP00000315700	9606.ENSP00000271452	0	0	0	0	0.279	0	0	0.305	0.478
CHAF1B	MELK	9606.ENSP00000315700	9606.ENSP00000298048	0	0	0	0	0.348	0.052	0	0.148	0.428
CHAF1B	PLK1	9606.ENSP00000315700	9606.ENSP00000300093	0	0	0	0	0.461	0	0	0.165	0.530
CHAF1B	FEN1	9606.ENSP00000315700	9606.ENSP00000305480	0	0	0	0	0.335	0.165	0	0.335	0.598
